,keypoint_coords,keypoint_scores
687,"[[201.62533253292705, 487.84677897914173], [183.5452113040658, 492.13560168252604], [181.9760479594386, 458.68949050538276], [194.05820826596994, 514.2569933439556], [186.4158438305522, 413.6417662698116], [279.66444423586825, 558.0447197873057], [268.3550555650578, 378.48950253719346], [425.2441828528116, 566.3116966138045], [364.075392700905, 303.8885439640027], [508.7277253616688, 550.7135038969049], [500.8433701271235, 343.81506522876793], [491.50895655432413, 520.5331610720693], [469.9797196499137, 408.85635302968], [620.2614731677743, 517.0377740449312], [656.866374525913, 394.02816954982336], [774.2032641033794, 521.0996666137112], [788.3622004486793, 428.42471766129637]]","[0.9311469793319702, 0.9455786943435669, 0.972158670425415, 0.7133649587631226, 0.7791773676872253, 0.9639531373977661, 0.990243673324585, 0.9331340789794922, 0.9411525726318359, 0.9221960306167603, 0.9226894974708557, 0.9171320199966431, 0.9714870452880859, 0.9194175004959106, 0.8842736482620239, 0.8538308143615723, 0.8254128694534302]"
688,"[[189.9668761852176, 486.587159371262], [164.78916625089425, 494.2540949041193], [163.477323132892, 458.5063207890999], [172.03691957163258, 510.3896773488898], [175.1649951491245, 411.4428010055323], [267.01319290870845, 551.6667445424641], [254.63692017488702, 366.4522337114982], [409.0974315377169, 553.7154932341507], [334.94537371258406, 296.8132915223044], [511.278447616932, 538.3851382606908], [475.33127554072894, 332.74365292781846], [479.3398633557697, 497.22367355127653], [461.3034431989803, 371.0380357076106], [620.9216573626496, 511.5662964451256], [619.0188699323078, 408.9175809285287], [760.5223539485488, 520.7042756149073], [782.4537241736124, 422.9846571050763]]","[0.9746432900428772, 0.9620594382286072, 0.9731214046478271, 0.7699580788612366, 0.7051432728767395, 0.9807974100112915, 0.9905894994735718, 0.9614572525024414, 0.9641380310058594, 0.9314532279968262, 0.9446976184844971, 0.975420355796814, 0.8221720457077026, 0.9188231229782104, 0.8234950304031372, 0.8553646802902222, 0.8549466133117676]"
689,"[[155.86986759097078, 464.01607823714113], [132.26120132623717, 479.929621938313], [134.5517720954363, 441.91340250261663], [139.75301613918572, 502.10719058388156], [145.72502411243528, 411.92157070032147], [260.3125655152077, 523.3664480693033], [237.39894194935644, 346.1065118963068], [370.79775056173634, 565.5203305477161], [328.5004840008048, 295.53360186125104], [493.3632330783578, 543.183608351712], [463.9754750007807, 332.5886499140251], [433.1280845819518, 501.6123546253551], [441.5443071764569, 370.34228165183913], [610.5757503731306, 514.0118963068181], [611.3600926953693, 403.43976618570576], [730.9184973960699, 517.6881459797398], [775.3829387398654, 419.974090722189]]","[0.9853985905647278, 0.9732153415679932, 0.9677271842956543, 0.7282085418701172, 0.8153281211853027, 0.9875427484512329, 0.9933212399482727, 0.9722000956535339, 0.9701546430587769, 0.9589728116989136, 0.925555944442749, 0.9894797801971436, 0.8147979974746704, 0.9415463209152222, 0.8564139008522034, 0.9157317876815796, 0.8418477773666382]"
690,"[[145.83010824336563, 450.1078774484151], [115.63770245396815, 474.1294532301323], [115.0256961223691, 427.2960140830592], [123.67786198993062, 498.03329394764876], [118.93906118703443, 401.52188898844014], [237.73233140901078, 531.1074551669034], [209.66902326983075, 355.5110190359599], [367.64672887048056, 535.4346696041417], [319.48545672727187, 288.520776849044], [492.8241600214049, 547.8649435088965], [437.7257617462513, 322.8498716217479], [430.49008773094, 497.477051949387], [429.7486756790516, 366.1562219647129], [607.2448019870492, 506.0532623729067], [604.7409293596135, 391.8865762372907], [746.2270719117897, 512.2095836292614], [748.4478646544524, 378.01525937313096]]","[0.9783034324645996, 0.9710749387741089, 0.9645560383796692, 0.7635589241981506, 0.8132727146148682, 0.9934029579162598, 0.9905633330345154, 0.9838458299636841, 0.9780067205429077, 0.9640675783157349, 0.9401454925537109, 0.990305483341217, 0.8130995035171509, 0.9520750045776367, 0.9182606339454651, 0.9047695398330688, 0.8735671043395996]"
691,"[[108.70814734281495, 444.80868252840907], [77.91741242519645, 471.29099868701405], [79.39468896111777, 423.3299613113038], [93.0028343311576, 494.24593108692807], [87.2364572037098, 395.9206109297903], [209.0145756033964, 544.5781448583283], [207.0021863094596, 339.28923538427034], [323.3869042840115, 591.7788973721591], [311.72708466441134, 286.0323278983814], [467.8375333298084, 548.7877483459181], [428.3721608006677, 298.0598913311388], [426.44316926113396, 498.3374658611973], [428.1694375858751, 376.04190370112514], [622.4252025692962, 511.8199865897877], [619.3632002098616, 387.06809303977275], [752.0060641266579, 514.3205005700509], [771.2442862044934, 401.8837544564425]]","[0.9841710329055786, 0.9790648221969604, 0.9619381427764893, 0.7940937280654907, 0.8111929893493652, 0.9304431080818176, 0.9956854581832886, 0.8956799507141113, 0.9781688451766968, 0.9629843831062317, 0.8721717596054077, 0.9919158220291138, 0.9800947904586792, 0.9664736390113831, 0.9300259351730347, 0.8591518402099609, 0.8395075798034668]"
692,"[[131.5738981380019, 450.127928519363], [51.869976753412296, 470.12838263260693], [56.23666377400243, 424.5282128438995], [71.34337287725404, 491.10801997937654], [89.8422992617585, 415.8096532502243], [189.56612857552463, 542.4316231029455], [190.0832900779192, 338.2213596179725], [337.23928750947465, 543.7202183481609], [305.70171304081765, 284.1887084376869], [449.1164774783822, 556.0470011587919], [439.869392040164, 307.62352464301733], [420.3566039329352, 493.22579269774224], [421.6994208402412, 379.05511883457314], [610.0600233965142, 517.7999366869767], [613.0617126864056, 387.2475188770933], [756.7163224331168, 514.8208545155502], [768.6357042179551, 402.45699576783977]]","[0.9541074633598328, 0.9733428955078125, 0.9628714323043823, 0.7641017436981201, 0.7650464773178101, 0.9737682342529297, 0.9950373768806458, 0.988842248916626, 0.9863013625144958, 0.9655075073242188, 0.8586958646774292, 0.9928768873214722, 0.9808903336524963, 0.963335394859314, 0.9433361291885376, 0.9060282707214355, 0.8762484788894653]"
693,"[[107.38153892339662, 444.79875920491924], [38.9613485114519, 467.32939651708284], [42.72953752029774, 422.0356947611393], [66.97630478614985, 479.0486765592292], [64.2697341386662, 387.11100966166083], [179.69837375019873, 540.8471037212171], [169.88015179301416, 357.5638153222189], [302.11155403492063, 585.8206687817733], [337.64720774805824, 269.2310183584405], [456.17699605365135, 550.6469522138532], [434.1004261526951, 308.7038001831639], [434.2631298774897, 497.5113265480151], [420.70310745405595, 359.44849917763156], [603.3889604612839, 506.09970165782], [599.9744111881699, 397.13537772876793], [760.6706250212914, 497.5033583937649], [754.2858499704406, 375.24422531492974]]","[0.9662587642669678, 0.9719446897506714, 0.9581564664840698, 0.5612949728965759, 0.8649641275405884, 0.9811903238296509, 0.9801582098007202, 0.9237833023071289, 0.6779502630233765, 0.9680955410003662, 0.9387644529342651, 0.9958046078681946, 0.9253225326538086, 0.9462938904762268, 0.9450899362564087, 0.8629909753799438, 0.878349244594574]"
694,"[[74.74714509830919, 450.4549776652213], [26.106624425843705, 463.1955350300912], [31.33523941040039, 416.1217444022877], [47.816406870997234, 468.4703961970133], [56.807919968006225, 402.5088946328779], [152.04716030386993, 499.2099218049118], [175.23754026723464, 334.3810305070649], [331.50271025369335, 535.0063137802781], [336.29539631688317, 271.83251485870215], [431.6824463467265, 539.670684668436], [401.165377927381, 309.29012608870363], [444.53017731600033, 492.84338499370375], [441.21001857935, 361.054442191238], [647.5330254310785, 492.50092866888457], [610.3457617205243, 379.2026764354067], [764.5176231916561, 506.6279799173893], [754.8921347329783, 395.514885934346]]","[0.9866821765899658, 0.953816294670105, 0.9317883253097534, 0.48457878828048706, 0.7288264036178589, 0.47053682804107666, 0.9952904582023621, 0.9891595840454102, 0.6370962858200073, 0.950799822807312, 0.9459958076477051, 0.9942370653152466, 0.9897720813751221, 0.49631571769714355, 0.9406994581222534, 0.851524829864502, 0.8476839065551758]"
695,"[[50.61148035803507, 432.7653831956489], [20.602550573127214, 486.3306481758373], [28.286955589471862, 432.7983480207087], [35.68179897929347, 457.9287909548819], [49.04347912100859, 390.1241167424398], [145.06908523204714, 491.5654851375014], [170.7688964134039, 292.44380093077154], [315.8472968118135, 528.8531406530353], [315.7395016869833, 263.80761543529457], [404.65653497119285, 546.6925311658941], [425.7363747885061, 304.6284681986393], [430.9268858710001, 493.3939803274054], [405.84346097014674, 364.5479193144438], [604.7137599767641, 494.1098913165371], [601.3878048741541, 389.7483482543361], [751.1070628831553, 483.8862201015345], [748.6934701121131, 360.94961650063544]]","[0.9722394943237305, 0.9509168863296509, 0.9766372442245483, 0.3805408775806427, 0.7508962750434875, 0.5635473728179932, 0.8992825150489807, 0.9851204752922058, 0.8009774088859558, 0.9753667116165161, 0.9278028011322021, 0.9965964555740356, 0.8859426975250244, 0.9137982130050659, 0.9527466297149658, 0.9190878868103027, 0.8884626626968384]"
696,"[[36.73727612162745, 428.45686771082535], [9.444909849832225, 479.8249780390251], [15.97078019519185, 427.71145907315343], [26.06993615350058, 453.16688939144734], [37.91747984775277, 383.3008980636962], [144.74054576075355, 488.900403657028], [169.4516269772552, 296.5548487029007], [297.55539151125174, 533.9497222170305], [300.3103785847509, 255.89257053210974], [413.04568738715597, 565.4811366323079], [415.9669487531795, 322.92910343151914], [433.216743313989, 490.91962841709267], [407.8071897639785, 363.627258008747], [608.9019012894742, 483.28406521007776], [613.1104471960733, 385.87203176398026], [753.5378573661627, 472.4804921127392], [761.2751540250557, 383.1147656600441]]","[0.9625569581985474, 0.9494360685348511, 0.971064567565918, 0.31968891620635986, 0.72123122215271, 0.5974612236022949, 0.9094246029853821, 0.9839193224906921, 0.8644484281539917, 0.9388049840927124, 0.27190354466438293, 0.9968743324279785, 0.9059566259384155, 0.8779038190841675, 0.9524825215339661, 0.916370153427124, 0.863262414932251]"
697,"[[37.137463148250134, 425.37948681407], [6.5112585744192435, 473.7137059845993], [11.546171243800673, 423.23092373934657], [25.077351392701615, 451.6919879822069], [34.39230359986771, 383.96325362356083], [140.93038230718568, 487.7879101693915], [168.65760199968204, 297.67609664697966], [296.04627984069117, 532.7174545361095], [299.44817662793537, 256.24160693593], [414.25266682824423, 565.8233000102796], [421.8514396312625, 317.44227067135165], [434.25010104512063, 486.36314428594125], [408.34517314822176, 362.71559719834033], [652.0140430539153, 479.48969936827154], [614.74849769681, 378.7814754504336], [771.8040126534396, 479.5352895636308], [763.6235687788143, 384.2452258242374]]","[0.9541300535202026, 0.954062819480896, 0.9668406248092651, 0.3408619165420532, 0.7052872180938721, 0.6399679183959961, 0.918342113494873, 0.9844968318939209, 0.8470016717910767, 0.9090771079063416, 0.2562163472175598, 0.9966403245925903, 0.9127498269081116, 0.44681286811828613, 0.9541401863098145, 0.8461080193519592, 0.8470495939254761]"
698,"[[38.03602112171262, 424.2169218656549], [9.471795791803405, 472.2489907296651], [14.609662455181743, 422.23004646848835], [27.501893642336825, 448.9894855992075], [38.428315894548284, 383.9194952129747], [142.33715607399165, 488.54422008021595], [168.78588734116664, 301.43410422585225], [294.69184815606405, 529.3681430360347], [307.7676325066145, 264.6607993093974], [419.4627384806788, 570.5050498560855], [379.09656564579456, 309.8687977768017], [431.70718601138094, 491.6546139876808], [429.09593298823336, 366.44793496747906], [650.1052828944007, 479.3535646867524], [607.7404802455459, 385.65552925949464], [769.7368468351143, 479.2150141519793], [761.2520504441372, 380.22526864229775]]","[0.9509555101394653, 0.9537984132766724, 0.9683451652526855, 0.3830415606498718, 0.712151050567627, 0.6541990637779236, 0.922584056854248, 0.9843084812164307, 0.8453328609466553, 0.8970357775688171, 0.9385062456130981, 0.9968571662902832, 0.9901049733161926, 0.39159274101257324, 0.94109046459198, 0.8456175327301025, 0.8527513742446899]"
699,"[[39.849690015925916, 427.18201559696473], [9.44004411475603, 473.79172585227275], [13.187700193981792, 424.9394554612739], [26.939965802569724, 448.6748479085676], [37.29393196105957, 389.52133105702376], [138.7494748137718, 486.24059759258654], [169.88901404447336, 310.46973707573267], [272.8681177538495, 567.407804790296], [308.06665003576944, 272.63806210750596], [410.05089515863466, 565.7391050785923], [425.31029386298604, 302.0259875429874], [428.068761354269, 487.4042428851698], [425.4439687146697, 366.0194331264952], [610.6123520385388, 470.8767685593601], [602.3851766364519, 390.80590353057715], [738.3094059769497, 469.21707956414474], [763.2891211398812, 383.93889358739534]]","[0.9472593069076538, 0.9483000040054321, 0.9632387757301331, 0.37052011489868164, 0.677194356918335, 0.6656333208084106, 0.937982439994812, 0.9555703401565552, 0.8613703846931458, 0.9343228340148926, 0.9023333191871643, 0.997150182723999, 0.9902389049530029, 0.7952995300292969, 0.9377574920654297, 0.9254202246665955, 0.8473244905471802]"
700,"[[43.20270742372025, 421.1179012316836], [11.422994924146076, 467.2027208246112], [15.724506289459939, 419.13591156735947], [29.974461799444153, 447.1286959853469], [39.28975571033567, 389.1461846018522], [140.29502123455669, 484.621045783376], [169.0699832827546, 312.6995469964862], [276.05967464003453, 571.2553792707088], [316.2478245579919, 278.25569262344874], [421.5400451837584, 573.9033238169109], [385.3753983697226, 323.9236085152512], [428.2243782697722, 485.3432804089414], [424.544198244117, 369.68338523755233], [612.8388462732005, 466.05159193705146], [596.08708567952, 390.86435710414173], [732.4136810968089, 466.8202844647129], [757.9214500604675, 390.2105061289226]]","[0.944562554359436, 0.9519046545028687, 0.9609020352363586, 0.38922369480133057, 0.6571446061134338, 0.6399715542793274, 0.9436834454536438, 0.9383230209350586, 0.8267420530319214, 0.9336001873016357, 0.9275922775268555, 0.9961782693862915, 0.9888448715209961, 0.7373291850090027, 0.9066693782806396, 0.9324171543121338, 0.8445961475372314]"
701,"[[42.43424881336301, 423.1898841675389], [12.860172449156297, 474.56721693705146], [18.782460168350575, 423.9203114486767], [31.42317536819813, 445.5960681678005], [43.30890327276185, 389.942066977469], [145.02396144423375, 485.79055640115695], [167.1768438649732, 314.11894437799043], [276.04051403666654, 580.4256048613188], [314.98480570593546, 279.653045800314], [422.1891877817553, 569.0830008036783], [409.3901503806891, 305.33023523942137], [433.9245802191801, 481.1449450625187], [429.6478754420613, 371.9600345301286], [629.8869486354118, 452.71317331414474], [607.6485351739927, 397.4643951854067], [773.027677314226, 471.47781883130233], [763.4305959302326, 394.641126970355]]","[0.9465556144714355, 0.9544756412506104, 0.964863657951355, 0.3728120028972626, 0.6741277575492859, 0.6175081729888916, 0.9436836242675781, 0.945263683795929, 0.8717985153198242, 0.9203882217407227, 0.9284123182296753, 0.996441662311554, 0.9909000396728516, 0.9903510808944702, 0.9251884818077087, 0.8461470603942871, 0.8659152984619141]"
